artist_name,artist_id,genre
Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,tropical
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,art pop
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,pop
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,argentine rock
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,latin alternative
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,latin pop
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,latin rock
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,mexican pop
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,rock en espanol
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,ska argentino
Pascal,2fuu7gBnfDhgJNt1Yr4ERu,pop peruano
JIN,5vV3bFXnN6D6N3Nj4xRvaV,k-pop
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,corrido
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,corridos tumbados
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,norteno
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,sad sierreno
